#uidA	uidB	altA	altB	aliasA	aliasB	method	author	pmids	taxa	taxb	interactionType	sourcedb	interactionIdentifier	confidence	expansion	biological_role_A	biological_role_B	experimental_role_A	experimental_role_B	interactor_type_A	interactor_type_B	xrefs_A	xrefs_B	xrefs_Interaction	Annotations_A	Annotations_B	Annotations_Interaction	Host_organism_taxid	parameters_Interaction	Creation_date	Update_date	Checksum_A	Checksum_B	Checksum_Interaction	Negative	OriginalReferenceA	OriginalReferenceB	FinalReferenceA	FinalReferenceB	MappingScoreA	MappingScoreB	irogida	irogidb	irigid	crogida	crogidb	crigid	icrogida	icrogidb	icrigid	imex_id	edgetype	numParticipants
uniprotkb:L7RT22	refseq:NP_002201	entrezgene/locuslink:3693|genbank_protein_gi:20127446|refseq:NP_002204|rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|irogid:24292053	entrezgene/locuslink:3685|entrezgene/locuslink:7449|genbank_protein_gi:4504763|rogid:CfAkIiso8CYRmyM391+17bPlq5w9606|irogid:28894373	hgnc:ITGB5|uniprotkb:ITB5_HUMAN|uniprotkb:L7RT22_HUMAN|crogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|icrogid:24292053	hgnc:ITGAV|crogid:3XbANVuHd/2LJX6zckEV6xx09mY9606|icrogid:10960355	-	-	pubmed:11884718	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0462(bind)	bind:103416|rigid:NIC43Tr9EabSlXc5qj/SYeBt38s|edgetype:X	hpr:10|lpr:1|np:4	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606	rogid:CfAkIiso8CYRmyM391+17bPlq5w9606	rigid:NIC43Tr9EabSlXc5qj/SYeBt38s	false	GenBank:NP_002204	GenBank:NP_002201	refseq:NP_002204	refseq:NP_002201	PD	PD	24292053	28894373	457067	AKEnIHjRIjtfCHSUvpAkkWZFAu89606	3XbANVuHd/2LJX6zckEV6xx09mY9606	BZZb2+pb9kEgl7jIZFVFUn9gCq4	24292053	10960355	20824	-	X	2
uniprotkb:A0A024R0J1	uniprotkb:P53667	entrezgene/locuslink:10298|genbank_protein_gi:5031975|refseq:NP_001014831|rogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|irogid:21099113	entrezgene/locuslink:3984|genbank_protein_gi:4505001|refseq:NP_002305|rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|irogid:64906399	hgnc:PAK4|uniprotkb:A0A024R0J1_HUMAN|uniprotkb:PAK4_HUMAN|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	hgnc:LIMK1|uniprotkb:LIMK1_HUMAN|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	-	-	pubmed:15660133	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0462(bind)	bind:209436|rigid:KhZ7AAz/Tt8O2vd5HeiqOGFaVqg|edgetype:X	hpr:47464|lpr:3|np:3	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606	rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	rigid:KhZ7AAz/Tt8O2vd5HeiqOGFaVqg	false	GenBank:NP_005875	GenBank:NP_002305	refseq:NP_005875	refseq:NP_002305	PD	PD	21099113	64906399	47749	8i8hHt/Taj+czkueFRAMhdiMkYw9606	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	KhZ7AAz/Tt8O2vd5HeiqOGFaVqg	21099113	64906399	47749	-	X	2
uniprotkb:Q99704-3	uniprotkb:Q99704-3	entrezgene/locuslink:1796|refseq:NP_001184189|refseq:XP_006712022|rogid:dbS7qTb2Ypx4D4lTUkS6PYKtTVE9606|irogid:82032456	entrezgene/locuslink:1796|refseq:NP_001184189|refseq:XP_006712022|rogid:dbS7qTb2Ypx4D4lTUkS6PYKtTVE9606|irogid:82032456	hgnc:DOK1|crogid:Pvjez+wIa3gWdY9ZYvWN6lmOM4o9606|icrogid:55004417	hgnc:DOK1|crogid:Pvjez+wIa3gWdY9ZYvWN6lmOM4o9606|icrogid:55004417	MI:0004(affinity chromatography technology)	Liang X (2002)	pubmed:11825908	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0463(biogrid)	biogrid:282752|rigid:AFwAsYWzg0DECVV8irDqBnZx1R8|edgetype:X	hpr:12|lpr:12|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2015-04-07	2015-04-07	rogid:dbS7qTb2Ypx4D4lTUkS6PYKtTVE9606	rogid:dbS7qTb2Ypx4D4lTUkS6PYKtTVE9606	rigid:AFwAsYWzg0DECVV8irDqBnZx1R8	false	entrez gene/locuslink:1796	entrez gene/locuslink:1796	refseq:NP_001184189	refseq:NP_001184189	PGD+L	PGD+L	82032456	82032456	244942	Pvjez+wIa3gWdY9ZYvWN6lmOM4o9606	Pvjez+wIa3gWdY9ZYvWN6lmOM4o9606	KzRmnmn8egi3pI+cQUN2+koi8Yw	55004417	55004417	608035	-	X	2
uniprotkb:P53667	uniprotkb:O96013-2	entrezgene/locuslink:3984|genbank_protein_gi:4505001|refseq:NP_002305|rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|irogid:64906399	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	hgnc:LIMK1|uniprotkb:LIMK1_HUMAN|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	MI:0096(pull down)	Dan C (2001)	pubmed:11413130	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0463(biogrid)	biogrid:276774|rigid:DbKJe0AN6nH60rSqZeLHLWoZccU|edgetype:X	hpr:3|lpr:3|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2015-04-07	2015-04-07	rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rigid:DbKJe0AN6nH60rSqZeLHLWoZccU	false	entrez gene/locuslink:3984	entrez gene/locuslink:10298	refseq:NP_002305	uniprotkb:O96013-2	PGD+L	PGD+L	64906399	78481644	450725	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	8i8hHt/Taj+czkueFRAMhdiMkYw9606	KhZ7AAz/Tt8O2vd5HeiqOGFaVqg	64906399	21099113	47749	-	X	2
uniprotkb:P53667	uniprotkb:O96013-2	entrezgene/locuslink:3984|genbank_protein_gi:4505001|refseq:NP_002305|rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|irogid:64906399	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	hgnc:LIMK1|uniprotkb:LIMK1_HUMAN|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	MI:0415(enzymatic study)	Dan C (2001)	pubmed:11413130	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0463(biogrid)	biogrid:276775|rigid:DbKJe0AN6nH60rSqZeLHLWoZccU|edgetype:X	hpr:3|lpr:3|np:1	none	MI:0501(enzyme)	MI:0502(enzyme target)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2015-04-07	2015-04-07	rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rigid:DbKJe0AN6nH60rSqZeLHLWoZccU	false	entrez gene/locuslink:3984	entrez gene/locuslink:10298	refseq:NP_002305	uniprotkb:O96013-2	PGD+L	PGD+L	64906399	78481644	450725	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	8i8hHt/Taj+czkueFRAMhdiMkYw9606	KhZ7AAz/Tt8O2vd5HeiqOGFaVqg	64906399	21099113	47749	-	X	2
uniprotkb:P53667	uniprotkb:P53667	entrezgene/locuslink:3984|genbank_protein_gi:4505001|refseq:NP_002305|rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|irogid:64906399	entrezgene/locuslink:3984|genbank_protein_gi:4505001|refseq:NP_002305|rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|irogid:64906399	hgnc:LIMK1|uniprotkb:LIMK1_HUMAN|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	hgnc:LIMK1|uniprotkb:LIMK1_HUMAN|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	MI:0004(affinity chromatography technology)	Hiraoka J (1996)	pubmed:8980133	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0463(biogrid)	biogrid:305226|rigid:aR/4J3/TM6TNGH16OULa5W0dvMk|edgetype:X	hpr:141818|lpr:4|np:2	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2015-04-07	2015-04-07	rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	rigid:aR/4J3/TM6TNGH16OULa5W0dvMk	false	entrez gene/locuslink:3984	entrez gene/locuslink:3984	refseq:NP_002305	refseq:NP_002305	PGD+L	PGD+L	64906399	64906399	852300	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	aR/4J3/TM6TNGH16OULa5W0dvMk	64906399	64906399	852300	-	X	2
uniprotkb:P53667	uniprotkb:P53667	entrezgene/locuslink:3984|genbank_protein_gi:4505001|refseq:NP_002305|rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|irogid:64906399	entrezgene/locuslink:3984|genbank_protein_gi:4505001|refseq:NP_002305|rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|irogid:64906399	hgnc:LIMK1|uniprotkb:LIMK1_HUMAN|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	hgnc:LIMK1|uniprotkb:LIMK1_HUMAN|crogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606|icrogid:64906399	MI:0096(pull down)	Hiraoka J (1996)	pubmed:8980133	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0463(biogrid)	biogrid:305228|rigid:aR/4J3/TM6TNGH16OULa5W0dvMk|edgetype:X	hpr:141818|lpr:4|np:2	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2015-04-07	2015-04-07	rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	rogid:UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	rigid:aR/4J3/TM6TNGH16OULa5W0dvMk	false	entrez gene/locuslink:3984	entrez gene/locuslink:3984	refseq:NP_002305	refseq:NP_002305	PGD+L	PGD+L	64906399	64906399	852300	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	UvM2/wj5ZR6w0/JbJ5GvCY/b/fU9606	aR/4J3/TM6TNGH16OULa5W0dvMk	64906399	64906399	852300	-	X	2
uniprotkb:Q8TC57	uniprotkb:Q8TC57	entrezgene/locuslink:130951|refseq:NP_620159|refseq:XP_006712010|rogid:ippyV8omIyg2ETveUX0KNpqHrlo9606|irogid:92337719	entrezgene/locuslink:130951|refseq:NP_620159|refseq:XP_006712010|rogid:ippyV8omIyg2ETveUX0KNpqHrlo9606|irogid:92337719	hgnc:M1AP|uniprotkb:M1AP_HUMAN|crogid:ippyV8omIyg2ETveUX0KNpqHrlo9606|icrogid:92337719	hgnc:M1AP|uniprotkb:M1AP_HUMAN|crogid:ippyV8omIyg2ETveUX0KNpqHrlo9606|icrogid:92337719	MI:0018(two hybrid)	Rolland T (2014)	pubmed:25416956	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0463(biogrid)	biogrid:1050075|rigid:77Fa36laipPNHwLzvZSa6lPey48|edgetype:X	hpr:24437|lpr:24437|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2015-04-07	2015-04-07	rogid:ippyV8omIyg2ETveUX0KNpqHrlo9606	rogid:ippyV8omIyg2ETveUX0KNpqHrlo9606	rigid:77Fa36laipPNHwLzvZSa6lPey48	false	refseq:NP_620159	refseq:NP_620159	refseq:NP_620159	refseq:NP_620159	P	P	92337719	92337719	463738	ippyV8omIyg2ETveUX0KNpqHrlo9606	ippyV8omIyg2ETveUX0KNpqHrlo9606	77Fa36laipPNHwLzvZSa6lPey48	92337719	92337719	463738	-	X	2
uniprotkb:L7RT22	uniprotkb:O96013-2	entrezgene/locuslink:3693|genbank_protein_gi:20127446|refseq:NP_002204|rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|irogid:24292053	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	hgnc:ITGB5|uniprotkb:ITB5_HUMAN|uniprotkb:L7RT22_HUMAN|crogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|icrogid:24292053	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	MI:0018(two hybrid)	Zhang H (2002)	pubmed:12356872	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0463(biogrid)	biogrid:317913|rigid:oMvtBAcrApLzBc4PboiOPLWxCEw|edgetype:X	hpr:4|lpr:4|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2015-04-07	2015-04-07	rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rigid:oMvtBAcrApLzBc4PboiOPLWxCEw	false	refseq:NP_002204	entrez gene/locuslink:10298	refseq:NP_002204	uniprotkb:O96013-2	P	PGD+L	24292053	78481644	516824	AKEnIHjRIjtfCHSUvpAkkWZFAu89606	8i8hHt/Taj+czkueFRAMhdiMkYw9606	GlMSXVIZdnBNIwHn/9LWmvEOtpM	24292053	21099113	35468	-	X	2
uniprotkb:L7RT22	uniprotkb:O96013-2	entrezgene/locuslink:3693|genbank_protein_gi:20127446|refseq:NP_002204|rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|irogid:24292053	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	hgnc:ITGB5|uniprotkb:ITB5_HUMAN|uniprotkb:L7RT22_HUMAN|crogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|icrogid:24292053	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	MI:0096(pull down)	Zhang H (2002)	pubmed:12356872	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0463(biogrid)	biogrid:317915|rigid:oMvtBAcrApLzBc4PboiOPLWxCEw|edgetype:X	hpr:4|lpr:4|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2015-04-07	2015-04-07	rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rigid:oMvtBAcrApLzBc4PboiOPLWxCEw	false	refseq:NP_002204	entrez gene/locuslink:10298	refseq:NP_002204	uniprotkb:O96013-2	P	PGD+L	24292053	78481644	516824	AKEnIHjRIjtfCHSUvpAkkWZFAu89606	8i8hHt/Taj+czkueFRAMhdiMkYw9606	GlMSXVIZdnBNIwHn/9LWmvEOtpM	24292053	21099113	35468	-	X	2
uniprotkb:L7RT22	uniprotkb:O96013-2	entrezgene/locuslink:3693|genbank_protein_gi:20127446|refseq:NP_002204|rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|irogid:24292053	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	hgnc:ITGB5|uniprotkb:ITB5_HUMAN|uniprotkb:L7RT22_HUMAN|crogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|icrogid:24292053	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	MI:0004(affinity chromatography technology)	Zhang H (2002)	pubmed:12356872	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0463(biogrid)	biogrid:317916|rigid:oMvtBAcrApLzBc4PboiOPLWxCEw|edgetype:X	hpr:4|lpr:4|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2015-04-07	2015-04-07	rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rigid:oMvtBAcrApLzBc4PboiOPLWxCEw	false	refseq:NP_002204	entrez gene/locuslink:10298	refseq:NP_002204	uniprotkb:O96013-2	P	PGD+L	24292053	78481644	516824	AKEnIHjRIjtfCHSUvpAkkWZFAu89606	8i8hHt/Taj+czkueFRAMhdiMkYw9606	GlMSXVIZdnBNIwHn/9LWmvEOtpM	24292053	21099113	35468	-	X	2
uniprotkb:L7RT22	uniprotkb:P26006	entrezgene/locuslink:3693|genbank_protein_gi:20127446|refseq:NP_002204|rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|irogid:24292053	entrezgene/locuslink:3675|genbank_protein_gi:4504747|refseq:NP_002195|rogid:gmrsTA4D01ARM8U0n7b2HBjo9vs9606|irogid:88324630	hgnc:ITGB5|uniprotkb:ITB5_HUMAN|uniprotkb:L7RT22_HUMAN|crogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|icrogid:24292053	hgnc:ITGA3|uniprotkb:ITA3_HUMAN|crogid:gmrsTA4D01ARM8U0n7b2HBjo9vs9606|icrogid:88324630	MI:0004(affinity chromatography technology)	de Nigris F (2007)	pubmed:16878156	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0463(biogrid)	biogrid:471143|rigid:HLguouLQOAnIopEZLYn8a7YkAHo|edgetype:X	hpr:6|lpr:6|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2015-04-07	2015-04-07	rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606	rogid:gmrsTA4D01ARM8U0n7b2HBjo9vs9606	rigid:HLguouLQOAnIopEZLYn8a7YkAHo	false	refseq:NP_002204	entrez gene/locuslink:3675	refseq:NP_002204	refseq:NP_002195	P	PGD+L	24292053	88324630	62794	AKEnIHjRIjtfCHSUvpAkkWZFAu89606	gmrsTA4D01ARM8U0n7b2HBjo9vs9606	HLguouLQOAnIopEZLYn8a7YkAHo	24292053	88324630	62794	-	X	2
uniprotkb:O96013-2	uniprotkb:A0A024R6C9	entrezgene/locuslink:10298|uniprotkb:O96013-2|rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606|irogid:78481644	entrezgene/locuslink:1743|genbank_protein_gi:19923748|refseq:NP_001924|rogid:lZLUcTHB/dxXBTI/IXnSjyuVmBo9606|irogid:97723700	hgnc:PAK4|crogid:8i8hHt/Taj+czkueFRAMhdiMkYw9606|icrogid:21099113	hgnc:DLST|uniprotkb:A0A024R6C9_HUMAN|uniprotkb:ODO2_HUMAN|crogid:lZLUcTHB/dxXBTI/IXnSjyuVmBo9606|icrogid:97723700	MI:0018(two hybrid)	Stelzl U (2005)	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0463(biogrid)	biogrid:271249|rigid:PkdgiYYHCSNPAXLrP+FN9SJOe30|edgetype:X	hpr:7515|lpr:7515|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2015-04-07	2015-04-07	rogid:boW4TwPAWJ5LTG7TNIFXlcNqGso9606	rogid:lZLUcTHB/dxXBTI/IXnSjyuVmBo9606	rigid:PkdgiYYHCSNPAXLrP+FN9SJOe30	false	entrez gene/locuslink:10298	entrez gene/locuslink:1743	uniprotkb:O96013-2	refseq:NP_001924	PGD+L	PGD+L	78481644	97723700	252854	8i8hHt/Taj+czkueFRAMhdiMkYw9606	lZLUcTHB/dxXBTI/IXnSjyuVmBo9606	p2Ou2UyvY+gxEc3iBtUYze62JYQ	21099113	97723700	629647	-	X	2
refseq:XP_006717771	refseq:XP_006717771	entrezgene/locuslink:2263|refseq:XP_006717771|rogid:qHuB/qGDYcwQeGr6NIPHxyrGZK09606|irogid:107073041	entrezgene/locuslink:2263|refseq:XP_006717771|rogid:qHuB/qGDYcwQeGr6NIPHxyrGZK09606|irogid:107073041	hgnc:FGFR2|crogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|icrogid:70084128	hgnc:FGFR2|crogid:XW6x8AHgdb29IL3MhUFWpv4jaqE9606|icrogid:70084128	MI:0114(x-ray crystallography)	Pellegrini L (2000)	pubmed:11069186	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0914(association)	MI:0463(biogrid)	biogrid:275125|rigid:CIPtkww4MQit3ULWbMsR70iQEZU|edgetype:X	hpr:7|lpr:7|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2015-04-07	2015-04-07	rogid:qHuB/qGDYcwQeGr6NIPHxyrGZK09606	rogid:qHuB/qGDYcwQeGr6NIPHxyrGZK09606	rigid:CIPtkww4MQit3ULWbMsR70iQEZU	false	entrez gene/locuslink:2263	entrez gene/locuslink:2263	refseq:XP_006717771	refseq:XP_006717771	PGD+L	PGD+L	107073041	107073041	741637	XW6x8AHgdb29IL3MhUFWpv4jaqE9606	XW6x8AHgdb29IL3MhUFWpv4jaqE9606	O7hYZgo25z5T6mYOvdfau35UHBA	70084128	70084128	417960	-	X	2
uniprotkb:P06756	uniprotkb:L7RT22	entrezgene/locuslink:3685|entrezgene/locuslink:7449|uniprotkb:B7ZLX0|rogid:3XbANVuHd/2LJX6zckEV6xx09mY9606|irogid:10960355	entrezgene/locuslink:3693|genbank_protein_gi:20127446|refseq:NP_002204|rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|irogid:24292053	hgnc:ITGAV|uniprotkb:ITAV_HUMAN|crogid:3XbANVuHd/2LJX6zckEV6xx09mY9606|icrogid:10960355	hgnc:ITGB5|uniprotkb:ITB5_HUMAN|uniprotkb:L7RT22_HUMAN|crogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606|icrogid:24292053	MI:0004(affinity chromatography technology)	-	pubmed:1694173	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0914(association)	MI:0000(corum)	pubmed:1694173|rigid:BZZb2+pb9kEgl7jIZFVFUn9gCq4|edgetype:X	hpr:141818|lpr:10|np:4	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:9606(Homo sapiens)	-	2015-04-07	2015-04-07	rogid:3XbANVuHd/2LJX6zckEV6xx09mY9606	rogid:AKEnIHjRIjtfCHSUvpAkkWZFAu89606	rigid:BZZb2+pb9kEgl7jIZFVFUn9gCq4	false	uniprotkb:P06756	uniprotkb:P18084	uniprotkb:P06756	uniprotkb:P18084	P	P	10960355	24292053	20824	3XbANVuHd/2LJX6zckEV6xx09mY9606	AKEnIHjRIjtfCHSUvpAkkWZFAu89606	BZZb2+pb9kEgl7jIZFVFUn9gCq4	10960355	24292053	20824	-	X	2
uniprotkb:A8K5J1	uniprotkb:A8K5J1	entrezgene/locuslink:7372|refseq:NP_000364|uniprotkb:A8K5J1|rogid:8HKx6eTv3pMPMJQzUhhFjyGXGZI9606|irogid:20276922	entrezgene/locuslink:7372|refseq:NP_000364|uniprotkb:A8K5J1|rogid:8HKx6eTv3pMPMJQzUhhFjyGXGZI9606|irogid:20276922	hgnc:UMPS|uniprotkb:A8K5J1_HUMAN|uniprotkb:UMPS_HUMAN|crogid:8HKx6eTv3pMPMJQzUhhFjyGXGZI9606|icrogid:20276922	hgnc:UMPS|uniprotkb:A8K5J1_HUMAN|uniprotkb:UMPS_HUMAN|crogid:8HKx6eTv3pMPMJQzUhhFjyGXGZI9606|icrogid:20276922	MI:0071(molecular sieving)	-	pubmed:18184586	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	dip:DIP-59077E|rigid:Jj217SJ5mOzET4qpCV0Bsp6eIHc|edgetype:Y	hpr:1|lpr:1|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2015-04-07	2015-04-07	rogid:8HKx6eTv3pMPMJQzUhhFjyGXGZI9606	rogid:8HKx6eTv3pMPMJQzUhhFjyGXGZI9606	rigid:Jj217SJ5mOzET4qpCV0Bsp6eIHc	false	refseq:NP_000364	refseq:NP_000364	refseq:NP_000364	refseq:NP_000364	S	S	20276922	20276922	846078	8HKx6eTv3pMPMJQzUhhFjyGXGZI9606	8HKx6eTv3pMPMJQzUhhFjyGXGZI9606	Jj217SJ5mOzET4qpCV0Bsp6eIHc	20276922	20276922	846078	-	Y	1
